Source_File,ID,Task description,Task reference,CAT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: INSPECTION OF THE SLIDING WINDOW,AMM 56-12-11-200-001-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,DETAILED INSPECTION OF ALL COCKPIT WINDOWS FROM OUTSIDE,AMM 56-10-00-200-005-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,WINDSHIELD WEATHER SEAL-REPAIR,AMM 56-11-11-300-001-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE REPAIR OF THE WEATHER SEAL OF THE FIXED WINDOW,AMM 56-11-12-300-002-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE REPAIR OF THE WEATHER SEAL OF THE SLIDING WINDOW PANEL,AMM 56-12-11-300-003-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ACCESS PANEL-OUTER WING REMOVAL/ INSTALLATION,AMM 57-27-11-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ASSESSMENT OF DENT DAMAGE ON NOSE SKIN OF SLAT,SRM 57-40-00,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ASSESSMENT OF DENT DAMAGE ON INBOARD/OUTBOARD FLAPS,"SRM 57-52-00, 57-53-00",M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,POWERPLANT - SEAL & GASKET REMOVAL/INSTALLATION (CFM56),AMM 70-21,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: POWERPLANT - LIST OF MATERIAL,AMM 70-30,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,WIRE LOCKING ON ENGINE (CFM 56),AMM 70-22,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,2.,POWERPLANT - TIGHTENING TORQUES (CFM56),AMM 70-23,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ENG FADEC MAINTENANCE MESSAGE,MEL 70-00-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ENG EIU MAINTENANCE MESSAGE,MEL 70-00-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ENG EVMU MAINTENANCE MESSAGE,MEL 70-00-03,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF POWER PLANT,AMM 71-00-00-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUEL OR HYDRAULIC OR OIL LEAKAGE LIMITS,AMM 71-00-00-790-002-B,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: DRAIN MAST LEAKAGE IDENTIFICATION PROCEDURE,AMM 71-00-00-790-005-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,VISUAL INSPECTION OF THE AIR INTAKE COWL,AMM 71-11-00-210-001-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUNCTIONAL CHECK OF THE PRESSURE RELIEF DOOR ON THE INLET COWL,AMM 71-11-00-720-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,INSPECTION/ CHECK OF FAN COWL DOORS,AMM 71-13-11-06,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUNCTIONAL CHECK OF FAN COWL LATCH TENSION,AMM 71-13-00-800-042-B,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,DETAILED VISUAL INSPECTION OF THE FORWARD ENGINE MOUNT,AMM 71-21-11-210-040-B,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: DETAILED INSPECTION OF AFT ENGINE MOUNT INSTALLATION,AMM  71-22-11-210-042-B,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FAN COWL HOLD OPEN ROD,CDL 71-09,CDL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ENGINE PRESERVATION,AMM 72-00-00-03,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,INSPECTION/CHECK OF THE SPINNER CONE,AMM 72-21-00-210-005-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,INSPECTION OF FAN ROTOR BLADES INSTALLED ON THE FAN DISK,AMM 72-21-00-210-009-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE INSPECTION OF THE FAN ROTOR BLADES REMOVED FROM THE FAN DISK,AMM 72-21-00-210-006-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF THE FAN ROTOR BLADES,AMM 72-21-00-000/400-007-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE REPLACEMENT OF FAN ROTOR BLADES IN PAIRS,AMM 72-21-00-300-028-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE REPLACEMENT OF INDIVIDUAL FAN BLADES,AMM 72-21-00-300-029-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,"ALTERNATE DETAILED INSPECTION AND RELUBRICATION OF THE FAN BLADE DOVETAILS, MIDSPAN SHROUDS, SPACERS, PLATFORMS AND FAN DISK DOVETAIL SLOTS",AMM 72-21-00-210-804,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,"DETAILED INSPECTION OF ENGINE INLET, FAN BLADES, FAN OUTLET AND ABRADABLE MATERIAL",AMM 72-23-00-210-003-C,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,INSPECTION/CHECK OF THE TRANSFER GEARBOX ASSEMBLY,AMM 72-62-00-210-002-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: INSPECTION/CHECK OF THE ACCESSORY GEARBOX ASSEMBLY,AMM 72-63-00-210-002-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,DAMAGE ASSESSMENT: - FAN BLADE TIP DISTORSION - NICK ON FAN BLADE LEADING EDGE,AMM 72-21-00-210-009-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,"REMOVE, INSPECT AND REPLACE FUEL FILTER ELEMENT",AMM 73-11-10-920-001-B,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,INSPECTION/CHECK OF THE FUEL MANIFOLD ASSEMBLY,AMM 73-11-30-200-002-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUNCTIONAL TEST OF THE ELECTRONIC CONTROL UNIT (ECU),AMM 73-21-60-720-040-B,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,READ THE LRU IDENTIFICATION REPORT AND THE THRUST REVERSER SHUT-OFF VALVE STATUS,AMM 73-21-60-740-006-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,CORECT FAULTS OF THE ENGINE SMR,AMM 73-21-60-740-028-B,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF THE FADEC ON THE GROUND (WITH ENGINE NON MOTORING),AMM 73-29-00-710-040-B02,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,CHANGE OF THE INHIBITION STATUS OF THE THRUST REVERSER SYSTEM,AMM 73-29-00-860-801-A,AT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUEL FILTER CLOGGED INDICATION ON ENGINE 1 (2),TSM 73-00-00-810-875(876)-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUEL USED INDICATION ON THE ENGINE SD PAGE,MEL 73-07-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FUEL FILTER CLOG INDICATION ON THE ENGINE SD PAGE,MEL 73-07-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ENG 1(2) FUEL FILTER CLOG ALERT,MEL 73-09-01A,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF THE IGNITION SYSTEM,AMM 74-00-00-710-043-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: OPERATIONAL TEST OF THE IGNITION SYSTEM WITHOUT CFDS,AMM 74-00-00-710-043-A01,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,INSPECTION/CHECK OF THE IGNITION EXCITER,AMM 74-11-10-200-002-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,INSPECTION/CHECK OF THE RIGHT IGNITION LEAD,AMM 74-21-10-200-002-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE INSPECTION/CHECK OF THE LEFT IGNITION LEAD,AMM 74-21-20-200-002-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF THE SPARK IGNITER,AMM 74-21-30-000/400-002-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE INSPECTION/CHECK OF THE SPARK IGNITER,AMM 74-21-30-200-002-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FAILURE OF THE IGNITION 1 (2) SYSTEM - ENGINE 1 (2) - CHANNEL A OR CHANNEL B,TSM 74-00-00-810-801-A OR TSM 74-00-00-810-802-A OR TSM 74-00-00-810-803-A OR TSM 74-00-00-810-804-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: FAILURE OF THE IGNITION A AND IGNITION B SYSTEMS ON ENGINE 1,TSM 74-00-00-810-805-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,IGNITION SYSTEM A,MEL 74-31-01A,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: IGNITION SYSTEM B,MEL 74-31-02A,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,VISUAL INSPECTION OF THE ECU AIR COOLING TUBES AND DUCTS,AMM 75-24-49-210-042-A,GVI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,RE-GREASING OF THE VARIABLE BLEED VALVE (VBV) SYSTEM,AMM 75-31-00-640-801-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ADJUSTMENT OF THE REFERENCE CLOSED POSITION OF THE VBV SYSTEM,AMM 75-31-00-820-001-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: MANUAL OPERATION CHECK OF THE VARIABLE BLEED VALVE DOORS,AMM 75-31-00-200-002-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,VISUAL INSPECTION OF THE VARIABLE BLEED VALVE (VBV) SYSTEM,AMM 75-31-00-210-002-A,GVI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF THE HIGH PRESSURE TURBINE ACTIVE CLEARANCE CONTROL (HPTACC) VALVE,AMM 75-21-10-000/400-002-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE REMOVAL/INSTALLATION OF THE LOW PRESSURE TURBINE ACTIVE CLEARANCE CONTROL (LPTACC) VALVE,AMM 75-22-10-000/400-002-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,TS ECAM WARNING: ENG 1(2) COMPRESSOR VANE,TSM 75-30-00,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF THE THROTTLE CONTROL UNIT,AMM 76-11-00-710-803-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,DEACTIVATION OF THE NO. 1 BEARING VIBRATION SENSOR,AMM 77-31-00-040-802-A,D/R
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: CHANGE THE CONFIGURATION OF THE ACCELEROMETER,AMM 77-32-34-860-041-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL CHECK OF EVMU THROUGH CFDS FOR ADVISORY INDICATION ON ECAM,AMM 77-32-34-710-040-B,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FAN TRIM BALANCE WITH THE EVMU,AMM 77-32-34-750-001-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE FAN TRIM BALANCE - 1 SENSOR 3 SPEED,AMM 71-00-00-750-001-B,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE FAN TRIM BALANCE - 1 SENSOR 1 SPEED,AMM 71-00-00-750-001-B03,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FAN VIBRATION LESS THAN 4 UNITS,TSM 77-00-00-810-862-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE FAN VIBRATIONS HIGHER THAN OR EQUAL TO 4 UNITS AND LESS THAN 6 UNITS,TSM 77-00-00-810-863-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE FAN VIBRATIONS HIGHER THAN OR EQUAL TO 6 UNITS,TSM 77-00-00-810-864-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OIL QT (OIL QUANTITY) INDICATION ON THE CRUISE SD PAGE,MEL 77-07-01-04A,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: OIL FILTER CLOG INDICATION ON THE ENGINE SD PAGE,MEL 77-07-02-07A,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUEL FILTER CLOG INDICATION ON THE ENGINE SD PAGE,MEL 77-07-02-02A,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,VISUAL INSPECTION OF THE CORE NOZZLE,AMM 78-11-11-210-041-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE VISUAL INSPECTION OF THE CORE NOZZLE INNER AND OUTER SEALS,AMM 78-11-11-210-043-B,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,VISUAL INSPECTION OF THE CENTERBODY,AMM 78-11-12-210-042-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,DETAILED INSPECTION OF THE EXHAUST CENTERBODY,AMM 78-11-12-210-041-B,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF THE CORE NOZZLE ASSEMBLY,AMM 78-11-11-000/400-041-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF THE CENTERBODY,AMM 78-11-12-000/400-041-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF THE THRUST REVERSER SYSTEM,AMM 78-31-00-710-042-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE OPERATIONAL TEST OF THE THRUST REVERSER WITHOUT CFDS - ENGINE NOT RUNNING,AMM 78-31-00-710-043-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,GENERAL VISUAL INSPECTION OF PRIMARY LATCH MECHANISM (BLOCKER DOORS DEPLOYED),AMM 78-31-00-210-041-B,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,DETAILED VISUAL INSPECTION OF THE THRUST REVERSER,AMM 78-32-11-210-001-A,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,"GENERAL VISUAL INSPECTION OF THE INNER BARREL HEATSHIELD, FIRE PROTECTIVE COATING AND FIRE SEALS (C-DUCTS OPEN)",AMM 78-32-11-220-040-B,GVI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,MANUAL DEPLOYMENT STOWING OF THE BLOCKER DOOR,AMM 78-32-41-860-001/002-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: GENERAL VISUAL INSPECTION OF THE BLOCKER DOOR SEALS (BLOCKER DOORS DEPLOYED),AMM 78-32-41-210-042-B,GVI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ADJUSTMENT OF THE THRUST REVERSER HALF DOOR LATCHES,AMM 78-36-41-820-042-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE INSPECTION OF THE THRUST REVERSER HALF DOOR LATCHES,AMM 78-36-41-820-043-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,VISUAL INSPECTION OF THE THRUST REVERSER HALF DOOR OPENING ACTUATOR,AMM 78-36-51-210-041-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: REMOVAL/INSTALLATION OF THE THRUST REVERSER HALF DOOR OPENING ACTUATOR,AMM 78-36-51-000/400-041-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL CHECK OF THE MASTER CHIP DETECTOR REMOTE INDICATION,AMM 79-00-00-200-001-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: RESETTING OF THE VISUAL INDICATOR,AMM 79-21-30-440-001-A,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,CHECK OF THE ELECTRICAL MASTER CHIP DETECTOR (EMCD) FOR PARTICLES,AMM 79-00-00-281-002-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,"CHECK OF FWD SUMP, AFT SUMP, AGB AND TGB SCAVENGE SCREENS",AMM 79-00-00-281-003-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: PREPARATION OF THE PARTICLES FROM THE ELECTRICAL MASTER CHIP DETECTOR (EMCD),AMM 79-00-00-281-004-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ANALYZE PARTICLES,AMM 79-00-00-281-005-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVE AND DISCARD SUPPLY FILTER,AMM 79-21-10-920-002-B,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ENGINE OIL EXTERNAL LEAKAGE,TSM 79-00-00-810-840A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: HIGH OIL CONSUMPTION - ENG 1 (2),TSM 79-00-00-810-818A TSM 79-00-00-810-819A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ENG 1 (2) - OIL MASTER CHIP MAGNETIC CHIP DETECTOR POP OUT EXTENDED,TSM 79-00-00-810-833A TSM 79-00-00-810-834A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ENG 1(2) OIL FILTER CLOG,TSM 79-00-00-810-820-A TSM 79-00-00-810-821-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OIL QUANTITY INDICATION ON THE ENGINE SD PAGE,MEL 79-07-03A,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ENG 1(2) OIL FILTER CLOG ALERT,MEL 79-09-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,CHECK CHIP DETECTOR,AMM 80-11-10-210-001-C,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/ INSTALLATION OF THE PNEUMATIC STARTER,AMM 80-11-20-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,VISUAL INSPECTION OF THE LOWER STARTER DUCT,AMM 80-13-42-210-040-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,VISUAL INSPECTION OF THE UPPER STARTER DUCT,AMM 80-13-43-210-040-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ENG 1 (2) START VALVE FAULT/ START VALVE NOT OPEN (CLOSED),TSM 80-11-00-810-803 (804)-A,T/S
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,START VALVE,MEL 80-11-01A,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,SAFETY CABLE INSTALLATION (PW1100),AMM 70-24-00-9-813,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,STANDARD TORQUE (PW1100),AMM 70-24-00-910-806,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,KEY WASHER (TAB-TYPE) INSTALLATION (PW1100),AMM 70-24-00-910-807,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: COTTER PIN INSTALLATION,AMM 70-24-00-910-809,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: CHECK FOR THE SELF-LOCKING FEATURE (PW1100),AMM 70-26-00-910-803,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,POWERPLANT - INSTALLATION OF THE PACKINGS AND SEALS (PW1100),AMM 70-24-00-910-808,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,TUBE INSTALLATION (PW1100),AMM 70-24-00-910-812,M/P
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ENG FADEC MAINTENANCE MESSAGE,MEL 70-00-01,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ENG EIU MAINTENANCE MESSAGE,MEL 70-00-02,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: ENG EVMU MAINTENANCE MESSAGE,MEL 70-00-03,MEL
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF THE POWER PLANT (BOOTSTRAP METHOD),AMM 71-00-51-04,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,GENERAL VISUAL INSPECTION OF THE FAN COWL DOORS,AMM 71-13-00-200-802-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,OPERATIONAL TEST OF THE FAN COWL LOSS PREVENTION SYSTEM,AMM 71-13-00-710-802-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,FUNCTIONAL CHECK OF FAN COWL LATCH TENSION,AMM 71-13-11--80-A,FOT
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,GENERAL VISUAL INSPECTION OF THE INLET COWL,AMM 71-61-10-210-801-A,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,GENERAL VISUAL INSPECTION (GVI) OF THE ENGINE AND PYLON DRAIN SYSTEM,AMM 71-71-00-210-801-A,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,DETAILED VISUAL INSPECTION (DVI) OF THE INLET CONE,AMM 72-11-01-220-801-A,DI
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,REMOVAL/INSTALLATION OF THE INLET CONE,AMM 72-11-01-000/400-801-A,R/I
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,VISUAL EXAMINATION OF THE FAN BLADE FOR BENDS AND CURLS,AMM 72-11-03-220-801-A,I/C
09-2025 CAAV-FSSD Form 586 [2] 2021 AMT Log book CAT B1 VJC only.doc,,ALTERNATE: VISUAL INSPECTION OF THE FAN BLADES SURFACE,AMM 72-11-03-220-802-A,I/C
